№;Город;Площадь м2;Год;Этажей;Адрес;Ссылка;result;postal_code;city_district;street_type_full;street;house_fias_id;house_kladr_id;house_cadnum;house_type_full;house;block_type_full;block;geo_lat;geo_lon
2301;Магнитогорск;524.1;2013;2;ул. Труда, 65/3;/chelyabinskaya-oblast/magnitogorsk/1256219;Челябинская обл, г Магнитогорск, ул Труда, д 65/3;455047;Орджоникидзевский;улица;Труда;81fb65ce-5cd8-4acb-8032-a340212d1ac7;7400000900003480149;74:33:0308001:522;дом;65/3;;;53.363602;58.944574
2302;Магнитогорск;3340.78;1990;9;ул. Тургенева, 2;/chelyabinskaya-oblast/magnitogorsk/313554;Челябинская обл, г Магнитогорск, ул Тургенева, д 2;455000;Ленинский;улица;Тургенева;00889c66-1bf8-4789-988d-d4753d644ea9;7400000900003510001;74:33:0123006:106;дом;2;;;53.4320652;58.9974946
2303;Магнитогорск;2825.7;1978;9;ул. Тургенева, 4;/chelyabinskaya-oblast/magnitogorsk/313555;Челябинская обл, г Магнитогорск, ул Тургенева, д 4;455000;Ленинский;улица;Тургенева;81b602e3-fb26-49b8-9753-f4a8f96a8cc2;7400000900003510002;;дом;4;;;53.432357;58.9979288
2304;Магнитогорск;1840.5;1987;5;ул. Тургенева, 16;/chelyabinskaya-oblast/magnitogorsk/918137;Челябинская обл, г Магнитогорск, ул Тургенева, д 16;455000;Ленинский;улица;Тургенева;2af6d157-8ffe-426a-a2c1-3ec67260e62a;7400000900003510003;74:33:0123006:102;дом;16;;;53.4363085;59.0011375
2305;Магнитогорск;3205.74;1988;9;ул. Тургенева, 16 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313556;Челябинская обл, г Магнитогорск, ул Тургенева, д 16 к 1;455000;Ленинский;улица;Тургенева;48bab643-60fa-4e45-b876-3c564f65d20a;7400000900003510004;;дом;16;корпус;1;53.4362995;59.0009514
2306;Магнитогорск;6421.02;1988;9;ул. Тургенева, 18 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313558;Челябинская обл, г Магнитогорск, ул Тургенева, д 18 к 1;455000;Ленинский;улица;Тургенева;dda53812-ca7d-46ad-bd2b-dada1568b6b4;7400000900003510006;;дом;18;корпус;1;53.4366176;59.0014584
2307;Магнитогорск;3642.25;1987;5;ул. Тургенева, 18;/chelyabinskaya-oblast/magnitogorsk/313557;Челябинская обл, г Магнитогорск, ул Тургенева, д 18;455000;Ленинский;улица;Тургенева;a2258590-38c1-49db-9bb3-c81528416dd8;7400000900003510005;74:33:0123006:116;дом;18;;;53.4365432;59.0014159
2308;Магнитогорск;6403.54;1988;9;ул. Уральская, 4 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313560;Челябинская обл, г Магнитогорск, ул Уральская, д 4 к 1;455000;Ленинский;улица;Уральская;a8bfd5f3-fd4b-459c-a345-d401439593af;7400000900003540006;;дом;4;корпус;1;53.4376148;58.9979673
2309;Магнитогорск;3671.17;1989;5;ул. Уральская, 4;/chelyabinskaya-oblast/magnitogorsk/313559;Челябинская обл, г Магнитогорск, ул Уральская, д 4;455000;Ленинский;улица;Уральская;d8253fb4-5410-4fc9-9c1a-a9680a01d952;7400000900003540005;;дом;4;;;53.4374682;58.9980369
2310;Магнитогорск;1818.3;1989;5;ул. Уральская, 6;/chelyabinskaya-oblast/magnitogorsk/918138;Челябинская обл, г Магнитогорск, ул Уральская, д 6;455000;Ленинский;улица;Уральская;fcbf2948-1378-4d2c-ae29-c628fa03a69b;7400000900003540007;74:33:0123008:283;дом;6;;;53.4372836;58.9976101
2311;Магнитогорск;6385.7;1989;9;ул. Уральская, 6 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313562;Челябинская обл, г Магнитогорск, ул Уральская, д 6 к 1;455000;Ленинский;улица;Уральская;de52ad85-780f-4dea-ab35-233ccdd3c500;7400000900003540008;;дом;6;корпус;1;53.4370841;58.9975793
2312;Магнитогорск;6384.2;1989;9;ул. Уральская, 7;/chelyabinskaya-oblast/magnitogorsk/313563;Челябинская обл, г Магнитогорск, ул Уральская, д 7;455000;Ленинский;улица;Уральская;7ba9313a-e0d5-4aa2-a1b6-e6a685d4551c;7400000900003540012;74:33:0123006:119;дом;7;;;53.4371933;58.9987723
2313;Магнитогорск;3678.6;1988;5;ул. Уральская, 7 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313564;Челябинская обл, г Магнитогорск, ул Уральская, д 7 к 1;455000;Ленинский;улица;Уральская;ce596a0d-8963-4a85-8511-dabf5bc9da04;7400000900003540013;;дом;7;корпус;1;53.4372322;58.9987664
2314;Магнитогорск;4408.07;1993;5;ул. Уральская, 8 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313565;Челябинская обл, г Магнитогорск, ул Уральская, д 8 к 1;455000;Ленинский;улица;Уральская;fef86818-2597-4a8b-97ee-47b4ee538b3c;7400000900003540010;74:33:0123005:174;дом;8;корпус;1;53.4366593;58.9974582
2315;Магнитогорск;562.3;1960;1;ул. Уральская, 8;/chelyabinskaya-oblast/magnitogorsk/1217789;Челябинская обл, г Магнитогорск, ул Уральская, д 8;455000;Ленинский;улица;Уральская;101191d5-8900-4a08-942d-4a1665173ced;7400000900003540009;;дом;8;;;53.436735;58.9974315
2316;Магнитогорск;3637.24;1988;5;ул. Уральская, 9 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313567;Челябинская обл, г Магнитогорск, ул Уральская, д 9 к 1;455000;Ленинский;улица;Уральская;a67637a9-6bce-4c85-bc36-cd38f1e30d4e;7400000900003540015;74:33:0123006:123;дом;9;корпус;1;53.4369038;58.9982946
2317;Магнитогорск;6449.92;1989;9;ул. Уральская, 9;/chelyabinskaya-oblast/magnitogorsk/313566;Челябинская обл, г Магнитогорск, ул Уральская, д 9;455000;Ленинский;улица;Уральская;1a166e58-0177-4cc6-b733-f1b6de5285e0;7400000900003540014;;дом;9;;;53.4368715;58.998385
2318;Магнитогорск;4469.5;2007;9;ул. Уральская, 9А;/chelyabinskaya-oblast/magnitogorsk/1157023;Челябинская обл, г Магнитогорск, ул Уральская, д 9А;455000;Ленинский;улица;Уральская;e57c7797-d330-4eb3-b0b2-d066b536781d;7400000900003540266;74:33:0128001:1722;дом;9А;;;53.4363298;58.998066
2319;Магнитогорск;7353.19;1989;5;ул. Уральская, 11А;/chelyabinskaya-oblast/magnitogorsk/313569;Челябинская обл, г Магнитогорск, ул Уральская, д 11А;455000;Ленинский;улица;Уральская;cafa865b-43a1-40ad-8a81-dd252131f2ef;7400000900003540158;74:33:0123006:118;дом;11А;;;53.43547;58.998272
2320;Магнитогорск;5454.4;2016;10;ул. Уральская, 11;/chelyabinskaya-oblast/magnitogorsk/1082809;Челябинская обл, г Магнитогорск, ул Уральская, д 11;455000;Ленинский;улица;Уральская;c4214c87-56e2-47cb-9790-d7adfd6c8ee0;7400000900003540270;74:33:0123006:1556;дом;11;;;53.435818;58.99753
2321;Магнитогорск;815.9;1951;1;ул. Уральская, 16 корпус 1;/chelyabinskaya-oblast/magnitogorsk/1298120;Челябинская обл, г Магнитогорск, ул Уральская, д 16 к 1;455000;Ленинский;улица;Уральская;fe8b48ea-ccf9-4a9c-817e-b063f4a6be85;7400000900003540021;74:33:0128001:1773;дом;16;корпус;1;53.4345504;58.9951561
2322;Магнитогорск;1177.5;1943;3;ул. Уральская, 25;/chelyabinskaya-oblast/magnitogorsk/313570;Челябинская обл, г Магнитогорск, ул Уральская, д 25;455000;Ленинский;улица;Уральская;02dee1a0-5ebb-4e38-941a-85b9637ca650;7400000900003540031;74:33:0123008:323;дом;25;;;53.4318884;58.9942307
2323;Магнитогорск;1217.48;1944;3;ул. Уральская, 26;/chelyabinskaya-oblast/magnitogorsk/313571;Челябинская обл, г Магнитогорск, ул Уральская, д 26;455000;Ленинский;улица;Уральская;21103c4d-2345-47b8-9571-f57b243743a4;7400000900003540026;;дом;26;;;53.4318767;58.9933615
2324;Магнитогорск;1230.4;1944;3;ул. Уральская, 27;/chelyabinskaya-oblast/magnitogorsk/826513;Челябинская обл, г Магнитогорск, ул Уральская, д 27;455000;Ленинский;улица;Уральская;e8ccffd5-39b0-4143-a429-3a9baf65c1ec;7400000900003540032;74:33:0123008:324;дом;27;;;53.4317044;58.9937152
2325;Магнитогорск;1173.4;1945;3;ул. Уральская, 28;/chelyabinskaya-oblast/magnitogorsk/918139;Челябинская обл, г Магнитогорск, ул Уральская, д 28;455000;Ленинский;улица;Уральская;4ea1b25a-6ade-4f49-ad1c-252c1d435901;7400000900003540027;74:33:0123008:319;дом;28;;;53.4317165;58.9926102
2326;Магнитогорск;1210.98;1943;3;ул. Уральская, 29;/chelyabinskaya-oblast/magnitogorsk/918140;Челябинская обл, г Магнитогорск, ул Уральская, д 29;455000;Ленинский;улица;Уральская;95d9396c-1ec3-4aa8-89eb-1c1463027541;7400000900003540035;74:33:0123008:269;дом;29;;;53.4312981;58.9931651
2327;Магнитогорск;1159.4;1943;3;ул. Уральская, 30;/chelyabinskaya-oblast/magnitogorsk/918141;Челябинская обл, г Магнитогорск, ул Уральская, д 30;455000;Ленинский;улица;Уральская;5cdf6382-54ec-4c30-b3b1-73affe0c2701;7400000900003540028;74:33:0128001:1717;дом;30;;;53.4314048;58.9919689
2328;Магнитогорск;1157.6;1943;3;ул. Уральская, 32;/chelyabinskaya-oblast/magnitogorsk/918142;Челябинская обл, г Магнитогорск, ул Уральская, д 32;455000;Ленинский;улица;Уральская;55fd2ed6-5067-4121-8c85-5d66f51e01d4;7400000900003540029;74:33:0123008:318;дом;32;;;53.4310368;58.991476
2329;Магнитогорск;1840.3;1941;2;ул. Уральская, 34;/chelyabinskaya-oblast/magnitogorsk/313576;Челябинская обл, г Магнитогорск, ул Уральская, д 34;455000;Ленинский;улица;Уральская;9fa0df25-57fc-4f63-9660-37b31a3e475b;7400000900003540030;74:33:0128001:1748;дом;34;;;53.4305643;58.9909266
2330;Магнитогорск;1187.7;1944;3;ул. Уральская, 35;/chelyabinskaya-oblast/magnitogorsk/313577;Челябинская обл, г Магнитогорск, ул Уральская, д 35;455000;Ленинский;улица;Уральская;b711402e-2e1e-45ac-8466-7109e3202f7e;7400000900003540034;74:33:0123008:321;дом;35;;;53.4305539;58.99176
2331;Магнитогорск;9865.8;1941;4;ул. Уральская, 36;/chelyabinskaya-oblast/magnitogorsk/313578;Челябинская обл, г Магнитогорск, ул Уральская, д 36;455000;Ленинский;улица;Уральская;8c6de9f8-15d8-49cb-982d-e919e38f9ddc;7400000900003540037;;дом;36;;;53.4296111;58.9882078
2332;Магнитогорск;2804.6;1942;3;ул. Уральская, 37;/chelyabinskaya-oblast/magnitogorsk/313579;Челябинская обл, г Магнитогорск, ул Уральская, д 37;455000;Ленинский;улица;Уральская;045aad12-0bbb-442c-ab17-2d998018d05b;7400000900003540036;74:33:0128001:1761;дом;37;;;53.4299617;58.9912331
2333;Магнитогорск;2379;1946;4;ул. Уральская, 38;/chelyabinskaya-oblast/magnitogorsk/313580;Челябинская обл, г Магнитогорск, ул Уральская, д 38;455000;Ленинский;улица;Уральская;d3b5902f-7caa-4ce1-b9de-819450f8744b;7400000900003540060;74:33:0128001:1705;дом;38;;;53.4284503;58.9866736
2334;Магнитогорск;105366;1946;2;ул. Уральская, 39;/chelyabinskaya-oblast/magnitogorsk/926379;Челябинская обл, г Магнитогорск, ул Уральская, д 39;455000;Ленинский;улица;Уральская;5218a833-2a84-4a88-9553-550561a219fc;7400000900003540038;74:33:0123013:106;дом;39;;;53.4298198;58.9902639
2335;Магнитогорск;2757.4;1946;3;ул. Уральская, 40;/chelyabinskaya-oblast/magnitogorsk/313581;Челябинская обл, г Магнитогорск, ул Уральская, д 40;455000;Ленинский;улица;Уральская;6c6dcd9e-d5d5-4226-baf1-1a56f8679357;7400000900003540059;;дом;40;;;53.4284503;58.9856338
2336;Магнитогорск;348.4;—;2;ул. Уральская, 41;/chelyabinskaya-oblast/magnitogorsk/540512;Челябинская обл, г Магнитогорск, ул Уральская, д 41;455000;Ленинский;улица;Уральская;3e38a727-ff8c-43ee-936f-281e6056dffd;7400000900003540039;74:33:0128001:1720;дом;41;;;53.4295098;58.9898036
2337;Магнитогорск;4502.8;1947;3;ул. Уральская, 42;/chelyabinskaya-oblast/magnitogorsk/313582;Челябинская обл, г Магнитогорск, ул Уральская, д 42;455000;Ленинский;улица;Уральская;45565751-876d-4603-afa7-6a457e98bf8c;7400000900003540058;74:33:0128001:1764;дом;42;;;53.4284904;58.9846004
2338;Магнитогорск;1025.4;1945;3;ул. Уральская, 43 корпус 1;/chelyabinskaya-oblast/magnitogorsk/437308;Челябинская обл, г Магнитогорск, ул Уральская, д 43 к 1;455000;Ленинский;улица;Уральская;811db315-9aa6-4cd2-9fa2-38911f1a443e;7400000900003540041;74:33:0123013:107;дом;43;корпус;1;53.4293375;58.9893149
2339;Магнитогорск;793.6;1946;2;ул. Уральская, 43;/chelyabinskaya-oblast/magnitogorsk/363853;Челябинская обл, г Магнитогорск, ул Уральская, д 43;455000;Ленинский;улица;Уральская;11d443ac-d5c6-4d8c-b1d5-8fc985ea3e4a;7400000900003540040;74:33:0123013:108;дом;43;;;53.4292965;58.9894513
2340;Магнитогорск;782.6;1946;2;ул. Уральская, 45;/chelyabinskaya-oblast/magnitogorsk/437309;Челябинская обл, г Магнитогорск, ул Уральская, д 45;455000;Ленинский;улица;Уральская;e8456759-0b22-4c03-a700-072d826a4cdb;7400000900003540042;74:33:0123013:111;дом;45;;;53.4290208;58.9886442
2341;Магнитогорск;1507;1945;3;ул. Уральская, 45 корпус 1;/chelyabinskaya-oblast/magnitogorsk/437310;Челябинская обл, г Магнитогорск, ул Уральская, д 45 к 1;455000;Ленинский;улица;Уральская;a0cd1702-18be-4c19-8422-942ee7ce4fd5;7400000900003540043;;дом;45;корпус;1;53.4290675;58.9885793
2342;Магнитогорск;338.3;1947;2;ул. Уральская, 47;/chelyabinskaya-oblast/magnitogorsk/942891;Челябинская обл, г Магнитогорск, ул Уральская, д 47;455000;Ленинский;улица;Уральская;0e941d72-d797-425d-81fa-66a45209e4b3;7400000900003540044;74:33:0123013:110;дом;47;;;53.4287754;58.9883671
2343;Магнитогорск;594.7;1947;2;ул. Уральская, 49;/chelyabinskaya-oblast/magnitogorsk/942892;Челябинская обл, г Магнитогорск, ул Уральская, д 49;455000;Ленинский;улица;Уральская;dd709115-8bca-4312-a6b7-c802280c5bbc;7400000900003540045;74:33:0123008:298;дом;49;;;53.4285718;58.9878299
2344;Магнитогорск;4670.32;1947;3;ул. Уральская, 51;/chelyabinskaya-oblast/magnitogorsk/313583;Челябинская обл, г Магнитогорск, ул Уральская, д 51;455000;Ленинский;улица;Уральская;d19cd634-6683-44d5-ae16-686fa53ae14a;7400000900003540046;74:33:0128001:1760;дом;51;;;53.4281214;58.9861177
2345;Магнитогорск;1495.6;1948;3;ул. Уральская, 53;/chelyabinskaya-oblast/magnitogorsk/918146;Челябинская обл, г Магнитогорск, ул Уральская, д 53;455000;Ленинский;улица;Уральская;ec669ffd-a1fd-43bc-aba3-0569ef0a2a1c;7400000900003540047;74:33:0123013:109;дом;53;;;53.4281202;58.9855446
2346;Магнитогорск;3077.93;1948;3;ул. Уральская, 55;/chelyabinskaya-oblast/magnitogorsk/313584;Челябинская обл, г Магнитогорск, ул Уральская, д 55;455000;Ленинский;улица;Уральская;e699b899-6777-4f8b-923e-2656e7a5e62a;7400000900003540048;;дом;55;;;53.4280814;58.9845362
2347;Магнитогорск;1534.4;1951;2;ул. Уральская, 56;/chelyabinskaya-oblast/magnitogorsk/918151;Челябинская обл, г Магнитогорск, ул Уральская, д 56;455000;Ленинский;улица;Уральская;59aa4acb-2a1f-40de-8bdb-5e987e88089e;7400000900003540064;74:33:0123012:1592;дом;56;;;53.4284683;58.978301
2348;Магнитогорск;1532.95;1951;2;ул. Уральская, 60;/chelyabinskaya-oblast/magnitogorsk/918156;Челябинская обл, г Магнитогорск, ул Уральская, д 60;455000;Ленинский;улица;Уральская;7c8a7141-452a-416e-8167-61ed7785d752;7400000900003540067;74:33:0123012:205;дом;60;;;53.4285967;58.9770254
2349;Магнитогорск;1545.1;1952;2;ул. Уральская, 60 корпус 1;/chelyabinskaya-oblast/magnitogorsk/918158;Челябинская обл, г Магнитогорск, ул Уральская, д 60 к 1;455000;Ленинский;улица;Уральская;c80040ab-a711-49f0-a887-7962f0554cb4;7400000900003540068;74:33:0123012:204;дом;60;корпус;1;53.4286911;58.9770346
2350;Магнитогорск;1108.1;1951;1;ул. Уральская, 62;/chelyabinskaya-oblast/magnitogorsk/1230802;Челябинская обл, г Магнитогорск, ул Уральская, д 62;455000;Ленинский;улица;Уральская;35b53306-d6c0-4a69-a353-fecf809ab182;7400000900003540069;74:33:0123012:208;дом;62;;;53.4284783;58.9760627
2351;Магнитогорск;985;1951;1;ул. Уральская, 62 корпус 1;/chelyabinskaya-oblast/magnitogorsk/1279771;Челябинская обл, г Магнитогорск, ул Уральская, д 62 к 1;455000;Ленинский;улица;Уральская;c7cfc081-c97a-4235-bf55-5739fa5c6cbe;7400000900003540070;74:33:0128001:1704;дом;62;корпус;1;53.4285559;58.9761879
2352;Магнитогорск;1059.8;1951;1;ул. Уральская, 64;/chelyabinskaya-oblast/magnitogorsk/1223184;Челябинская обл, г Магнитогорск, ул Уральская, д 64;455000;Ленинский;улица;Уральская;1f62b81a-8971-4d2b-9d7c-2217f7aa3e4f;7400000900003540071;74:33:0128001:1725;дом;64;;;53.4284635;58.9754257
2353;Магнитогорск;2874.2;1993;5;ул. Уральская, 66 корпус 1;/chelyabinskaya-oblast/magnitogorsk/313586;Челябинская обл, г Магнитогорск, ул Уральская, д 66 к 1;455000;Ленинский;улица;Уральская;ed1321ef-ba60-4fe0-b0be-c5092e3be042;7400000900003540105;;дом;66;корпус;1;53.4289788;58.973348
2354;Магнитогорск;5736.79;1988;5;ул. Уральская, 66;/chelyabinskaya-oblast/magnitogorsk/313585;Челябинская обл, г Магнитогорск, ул Уральская, д 66;455000;Ленинский;улица;Уральская;f455a6dd-e4b7-41f7-a6f6-7283bc53ba29;7400000900003540049;;дом;66;;;53.4284904;58.9739385
2355;Магнитогорск;1513.8;1948;2;ул. Уральская, 67;/chelyabinskaya-oblast/magnitogorsk/918159;Челябинская обл, г Магнитогорск, ул Уральская, д 67;455000;Ленинский;улица;Уральская;4cd24780-f3a1-407c-aded-c8e9ce95ebf8;7400000900003540062;74:33:0128001:1814;дом;67;;;53.427961;58.9779354
2356;Магнитогорск;3054.6;2008;5;ул. Уральская, 10/2;/chelyabinskaya-oblast/magnitogorsk/1154364;Челябинская обл, г Магнитогорск, ул Уральская, д 10/2;455000;Ленинский;улица;Уральская;74b4b385-56ca-48d8-9e4c-5bf61f576c76;7400000900003540019;74:33:0128001:1711;дом;10/2;;;53.4359601;58.9961234
2357;Магнитогорск;5286.37;1981;5;ул. Уральская, 149;/chelyabinskaya-oblast/magnitogorsk/355432;Челябинская обл, г Магнитогорск, ул Уральская, д 149;455017;Ленинский;улица;Уральская;7931c40e-388b-4f30-af1f-5c7578fb4917;7400000900003540073;;дом;149;;;53.4277807;58.9486554
2358;Магнитогорск;5269.5;1980;5;ул. Уральская, 151;/chelyabinskaya-oblast/magnitogorsk/355433;Челябинская обл, г Магнитогорск, ул Уральская, д 151;455017;Ленинский;улица;Уральская;a0e58eac-22d5-4668-8375-0ae8b3408fe4;7400000900003540074;;дом;151;;;53.4276315;58.9479746
2359;Магнитогорск;5275.94;1985;5;ул. Уральская, 153;/chelyabinskaya-oblast/magnitogorsk/355434;Челябинская обл, г Магнитогорск, ул Уральская, д 153;455017;Ленинский;улица;Уральская;fcb2e86f-9147-4b67-a284-470a01e346ea;7400000900003540075;;дом;153;;;53.4275641;58.947351
2360;Магнитогорск;1440.8;1938;1;ул. Уральская, 36/1;/chelyabinskaya-oblast/magnitogorsk/1268276;Челябинская обл, г Магнитогорск, ул Уральская, д 36/1;455000;Ленинский;улица;Уральская;a5c8ed32-76dc-4ad0-a4ee-eef722516cbc;7400000900003540213;;дом;36/1;;;53.42963;58.987617
2361;Магнитогорск;1460;1938;1;ул. Уральская, 36/2;/chelyabinskaya-oblast/magnitogorsk/1287261;Челябинская обл, г Магнитогорск, ул Уральская, д 36/2;455000;Ленинский;улица;Уральская;de3e8ba6-99af-453b-a56b-e10890140e86;7400000900003540214;74:33:0123008:263;дом;36/2;;;53.429836;58.98732
2362;Магнитогорск;1431.3;1938;1;ул. Уральская, 36/3;/chelyabinskaya-oblast/magnitogorsk/1220657;Челябинская обл, г Магнитогорск, ул Уральская, д 36/3;455000;Ленинский;улица;Уральская;18186219-a5e0-48d7-bf16-4865c0727967;7400000900003540215;74:33:0128001:1728;дом;36/3;;;53.430035;58.988373
2363;Магнитогорск;744.8;1951;1;ул. Уральская, 58/1;/chelyabinskaya-oblast/magnitogorsk/1232290;Челябинская обл, г Магнитогорск, ул Уральская, д 58/1;455000;Ленинский;улица;Уральская;3a31a8d7-8c0e-4a38-88e9-350eae5b2974;7400000900003540249;74:33:0123012:227;дом;58/1;;;53.4292706;58.9778896
2364;Магнитогорск;1022.1;1951;8;ул. Уральская, 64/1;/chelyabinskaya-oblast/magnitogorsk/1271070;Челябинская обл, г Магнитогорск, ул Уральская, д 64/1;455000;Ленинский;улица;Уральская;ae4fabf8-7c6a-4942-a11a-ab81c89308b9;7400000900003540072;74:33:0123012:201;дом;64/1;;;53.4290648;58.975685
2365;Магнитогорск;1802.3;1947;3;ул. Урицкого, 3;/chelyabinskaya-oblast/magnitogorsk/989210;Челябинская обл, г Магнитогорск, ул Урицкого, д 3;455000;Ленинский;улица;Урицкого;f4c41626-b4bb-4c36-a356-43eba0618431;7400000900003550012;74:33:0128001:2030;дом;3;;;53.4269283;58.97793
2366;Магнитогорск;3053.78;1953;3;ул. Урицкого, 7;/chelyabinskaya-oblast/magnitogorsk/926355;Челябинская обл, г Магнитогорск, ул Урицкого, д 7;455000;Ленинский;улица;Урицкого;543ff27e-1307-463a-9851-b630ef0df0db;7400000900003550009;74:33:0128001:2020;дом;7;;;53.425873;58.978027
2367;Магнитогорск;3143;1952;3;ул. Урицкого, 9;/chelyabinskaya-oblast/magnitogorsk/926354;Челябинская обл, г Магнитогорск, ул Урицкого, д 9;455000;Ленинский;улица;Урицкого;416a135e-8bad-4822-85be-78242b94d053;7400000900003550010;74:33:0128001:2052;дом;9;;;53.4252801;58.9778179
2368;Магнитогорск;3293;1956;3;ул. Урицкого, 16;/chelyabinskaya-oblast/magnitogorsk/926359;Челябинская обл, г Магнитогорск, ул Урицкого, д 16;455000;Ленинский;улица;Урицкого;de7c3f6b-a7f2-4b35-8b06-ce6bddbe1f84;7400000900003550017;74:33:0128001:2022;дом;16;;;53.425907;58.977154
2369;Магнитогорск;2529.37;1955;3;ул. Урицкого, 18;/chelyabinskaya-oblast/magnitogorsk/826514;Челябинская обл, г Магнитогорск, ул Урицкого, д 18;455000;Ленинский;улица;Урицкого;0868535a-4608-4a2a-a85c-fd9aa069b69f;7400000900003550018;74:33:0128001:2067;дом;18;;;53.4254902;58.9771459
2370;Магнитогорск;3275.77;1959;4;ул. Урицкого, 19;/chelyabinskaya-oblast/magnitogorsk/363858;Челябинская обл, г Магнитогорск, ул Урицкого, д 19;455000;Ленинский;улица;Урицкого;ae952d45-c915-45ec-8d50-9ec806e2cbd5;7400000900003550005;74:33:0128001:2024;дом;19;;;53.4192149;58.9778371
2371;Магнитогорск;2536.6;1955;3;ул. Урицкого, 20;/chelyabinskaya-oblast/magnitogorsk/826515;Челябинская обл, г Магнитогорск, ул Урицкого, д 20;455000;Ленинский;улица;Урицкого;86904ba2-3557-48b8-8ef6-57499ff922d3;7400000900003550015;74:33:0128001:2025;дом;20;;;53.4248282;58.9773366
2372;Магнитогорск;3217.86;1959;4;ул. Урицкого, 21;/chelyabinskaya-oblast/magnitogorsk/363860;Челябинская обл, г Магнитогорск, ул Урицкого, д 21;455000;Ленинский;улица;Урицкого;e99c312b-444f-4dae-993c-c55dbf355bf5;7400000900003550006;74:33:0128001:2034;дом;21;;;53.4185268;58.9777696
2373;Магнитогорск;2982.7;1956;3;ул. Урицкого, 22;/chelyabinskaya-oblast/magnitogorsk/926356;Челябинская обл, г Магнитогорск, ул Урицкого, д 22;455000;Ленинский;улица;Урицкого;29ba520a-e708-4c30-ad47-dd533687c55a;7400000900003550016;74:33:0128001:2058;дом;22;;;53.4244743;58.9772048
2374;Магнитогорск;568.2;1954;2;ул. Ушакова, 38;/chelyabinskaya-oblast/magnitogorsk/918452;Челябинская обл, г Магнитогорск, ул Ушакова, д 38;455017;Ленинский;улица;Ушакова;1ba10c06-58b4-496c-82aa-7ccc680f4650;7400000900003580011;74:33:0126022:2055;дом;38;;;53.4222723;58.9637005
2375;Магнитогорск;827.2;1954;2;ул. Ушакова, 40;/chelyabinskaya-oblast/magnitogorsk/918453;Челябинская обл, г Магнитогорск, ул Ушакова, д 40;455017;Ленинский;улица;Ушакова;4eb355cb-4c06-45e8-9ba8-8933001b83a5;7400000900003580106;;дом;40;;;53.4223398;58.9627493
2376;Магнитогорск;569.4;1954;2;ул. Ушакова, 42;/chelyabinskaya-oblast/magnitogorsk/918454;Челябинская обл, г Магнитогорск, ул Ушакова, д 42;455017;Ленинский;улица;Ушакова;9d36a12b-d2c3-4de6-a06e-0afb32ad849a;7400000900003580035;74:33:0126022:2099;дом;42;;;53.4223878;58.9622044
2377;Магнитогорск;906;1953;2;ул. Ушакова, 61;/chelyabinskaya-oblast/magnitogorsk/1301927;Челябинская обл, г Магнитогорск, ул Ушакова, д 61;455017;Ленинский;улица;Ушакова;e306184c-0e51-4e6d-b84d-9fc6137a0020;7400000900003580128;74:33:0126022:2097;дом;61;;;53.4220946;58.963788
2378;Магнитогорск;761.3;1953;2;ул. Ушакова, 73;/chelyabinskaya-oblast/magnitogorsk/853453;Челябинская обл, г Магнитогорск, ул Ушакова, д 73;455017;Ленинский;улица;Ушакова;15e9fb56-94e4-486e-8a62-bcc63d7bbc17;7400000900003580040;74:33:0126022:2057;дом;73;;;53.4229659;58.9552623
2379;Магнитогорск;808;1949;2;ул. Фадеева, 10;/chelyabinskaya-oblast/magnitogorsk/395561;Челябинская обл, г Магнитогорск, ул Фадеева, д 10;455007;Орджоникидзевский;улица;Фадеева;acc24a07-5b79-4e41-983d-b9a02f609986;7400000900003610001;74:33:1306001:4484;дом;10;;;53.4442295;59.088043
2380;Магнитогорск;960.1;1949;2;ул. Фадеева, 14;/chelyabinskaya-oblast/magnitogorsk/669595;Челябинская обл, г Магнитогорск, ул Фадеева, д 14;455007;Орджоникидзевский;улица;Фадеева;af7a3e8f-c035-4fd7-8fe3-d113473846fd;7400000900003610005;74:33:1306001:4647;дом;14;;;53.443474;59.086815
2381;Магнитогорск;1078.2;—;2;ул. Фадеева, 16;/chelyabinskaya-oblast/magnitogorsk/540650;Челябинская обл, г Магнитогорск, ул Фадеева, д 16;455007;Орджоникидзевский;улица;Фадеева;246f41e4-edf1-4d2d-9eb3-1f64570ef25d;7400000900003610004;74:33:1306001:4636;дом;16;;;53.443127;59.086224
2382;Магнитогорск;1336;1949;2;ул. Фадеева, 18;/chelyabinskaya-oblast/magnitogorsk/395562;Челябинская обл, г Магнитогорск, ул Фадеева, д 18;455007;Орджоникидзевский;улица;Фадеева;3ced8c45-ddf6-45bc-8b98-917cb3983693;7400000900003610006;74:33:1306001:4645;дом;18;;;53.4427029;59.0855255
