number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
3433,Автобус,Остановка,"КИРОВСК, АВТОВОКЗАЛ","КИРОВСК, АВТОВОКЗАЛ","Набережная улица, Пионерская улица","475,475А","59.881889,30.982897"
3434,Автобус,Остановка,"КИРОЧНАЯ УЛ., УГ. СУВОРОВСКОГО ПР.","КИРОЧНАЯ УЛ., УГ. СУВОРОВСКОГО ПР.","Кирочная улица, Суворовский проспект",22,"59.942606,30.381035"
3435,Автобус,Остановка,"КИРОЧНАЯ УЛ. УГ. СУВОРОВСКОГО ПР. [136, 22]",КИРОЧНАЯ УЛ. УГ. СУВОРОВСКОГО ПР.,"Кирочная ул., Суворовский пр.",105,"59.942506,30.380938"
3436,Автобус,Остановка,"КИРОЧНАЯ УЛ. УГ. СУВОРОВСКОГО ПР. [136, 22]<",КИРОЧНАЯ УЛ. УГ. СУВОРОВСКОГО ПР.,"Суворовский пр., Кавалергардская ул.","22,46,54,74,105,181","59.942886,30.383817"
3437,Автобус,Остановка,КЛАДБИЩЕ,КЛАДБИЩЕ,Кронштадтское шоссе,2КР,"60.017524,29.705440"
3438,Автобус,Остановка,КЛАДБИЩЕ,КЛАДБИЩЕ,"Приморское ш., Володарского ул.","211,306,306А,310,314,315","60.109141,29.972050"
3439,Автобус,Остановка,КЛАДБИЩЕ,КЛАДБИЩЕ,"Приморское ш., Володарского ул.","211,306,310,314,315","60.109259,29.972537"
3440,Автобус,Остановка,КЛАДБИЩЕ,КЛАДБИЩЕ,"Володарского ул., Приморское ш.","215,307,309,311","60.105892,29.973223"
3441,Автобус,Остановка,КЛАДБИЩЕ,КЛАДБИЩЕ,Кронштадтское шоссе,2КР,"60.017599,29.706105"
3442,Автобус,Остановка,"КЛАДБИЩЕ, МОСКОВСКАЯ СЛАВЯНКА","КЛАДБИЩЕ, МОСКОВСКАЯ СЛАВЯНКА",M-10,"179,192,196,325,374,388","59.748811,30.496608"
3443,Автобус,Остановка,"КЛАДБИЩЕ ""ПАМЯТИ ЖЕРТВ ДЕВЯТОГО ЯНВАРЯ""","КЛАДБИЩЕ ""ПАМЯТИ ЖЕРТВ ДЕВЯТОГО ЯНВАРЯ""",проспект Александровской Фермы,"53,117,157","59.852810,30.436260"
3444,Автобус,Остановка,"КЛАДБИЩЕ ""ПАМЯТИ ЖЕРТВ ДЕВЯТОГО ЯНВАРЯ""","КЛАДБИЩЕ ""ПАМЯТИ ЖЕРТВ ДЕВЯТОГО ЯНВАРЯ""",проспект Александровской Фермы,"53,117,157","59.852930,30.435160"
3445,Автобус,Остановка,КЛЮЧЕВОЙ ПР. ПО ТРЕБОВАНИЮ,КЛЮЧЕВОЙ ПР. ПО ТРЕБОВАНИЮ,"Вокзальная улица, Ключевой проспект",112,"59.995718,30.145059"
3446,Автобус,Остановка,КЛЮЧЕВОЙ ПР. ПО ТРЕБОВАНИЮ,КЛЮЧЕВОЙ ПР. ПО ТРЕБОВАНИЮ,"Вокзальная улица, Ключевой проспект",112,"59.995840,30.144615"
3447,Автобус,Остановка,КОВЕНСКИЙ ПЕР. [22],КОВЕНСКИЙ ПЕР.,"Восстания ул., Ковенский пер.",22.105,"59.936992,30.360138"
3448,Автобус,Остановка,КОВЕНСКИЙ ПЕР. [22]<,КОВЕНСКИЙ ПЕР.,"Восстания ул., Ковенский пер.",22.105,"59.937503,30.360518"
3449,Автобус,Остановка,"КОЖЕВЕННАЯ ЛИНИЯ, УГ. КОСОЙ ЛИНИИ","КОЖЕВЕННАЯ ЛИНИЯ, УГ. КОСОЙ ЛИНИИ","Косая линия, Кожевенная линия",152,"59.922669,30.252097"
3450,Автобус,Остановка,КОККОЛЕВСКАЯ УЛ.,КОККОЛЕВСКАЯ УЛ.,"Петербургское шоссе, Кокколевская улица",187,"59.759768,30.370871"
3451,Автобус,Остановка,КОККОЛЕВСКАЯ УЛ.,КОККОЛЕВСКАЯ УЛ.,"Петербургское шоссе, Кокколевская улица",187,"59.760243,30.370180"
3452,Автобус,Остановка,"КОЛЛЕКТИВНЫЙ ГАРАЖ ""ЗЕНИТ"" []","КОЛЛЕКТИВНЫЙ ГАРАЖ ""ЗЕНИТ""",Лагерное шоссе,"328,335,335А,438,438З","59.769189,30.648165"
3453,Автобус,Остановка,"КОЛЛЕКТИВНЫЙ ГАРАЖ ""ЗЕНИТ"" []<","КОЛЛЕКТИВНЫЙ ГАРАЖ ""ЗЕНИТ""",Лагерное шоссе,"328,335,335А,438,438З","59.769373,30.647607"
3454,Автобус,Остановка,КОЛЛЕКТИВНЫЙ САД ИМ. КЛИМОВА,КОЛЛЕКТИВНЫЙ САД ИМ. КЛИМОВА,,112,"60.015233,30.111796"
3455,Автобус,Остановка,КОЛЛЕКТИВНЫЙ САД ИМ. КЛИМОВА,КОЛЛЕКТИВНЫЙ САД ИМ. КЛИМОВА,,112,"60.015181,30.111588"
3456,Автобус,Остановка,"КОЛЛЕКТИВНЫЙ САД ""СЕВЕРНЫЙ""","КОЛЛЕКТИВНЫЙ САД ""СЕВЕРНЫЙ""",,112,"60.022280,30.107565"
3457,Автобус,Остановка,"КОЛЛЕКТИВНЫЙ САД ""СЕВЕРНЫЙ""","КОЛЛЕКТИВНЫЙ САД ""СЕВЕРНЫЙ""",,112,"60.022006,30.108038"
3458,Автобус,Остановка,КОЛОБАНОВСКАЯ УЛ.,КОЛОБАНОВСКАЯ УЛ.,"Красносельское шоссе, Колобановская улица","20,81,145,145А,147,165,481,482,482В,484,487","59.791155,30.146684"
3459,Автобус,Остановка,КОЛОБАНОВСКАЯ УЛ.,КОЛОБАНОВСКАЯ УЛ.,"Красносельское шоссе, Колобановская улица","20,81,145,145А,147,165,481,482,482В,484,487","59.790906,30.145761"
3460,Автобус,Остановка,"КОЛОМЯГИ, АВТОБУСНЫЙ ПАРК","КОЛОМЯГИ, АВТОБУСНЫЙ ПАРК","Автобусный пер., ул. Автобусная","9,40,127","60.027274,30.267723"
3461,Автобус,Остановка,"КОЛОМЯГИ, АВТОБУСНЫЙ ПАРК","КОЛОМЯГИ, АВТОБУСНЫЙ ПАРК","Автобусный пер., ул. Автобусная","9,40,127","60.027795,30.267603"
3462,Автобус,Остановка,"КОЛОМЯЖСКИЙ ПР.,УГ. ПАРАШЮТНОЙ УЛ. [9, 127, 134, 172]","КОЛОМЯЖСКИЙ ПР.,УГ. ПАРАШЮТНОЙ УЛ.","Парашютная ул., 2-я Никитинская ул.","9,85,127,134А,135,171,172","60.015605,30.292522"
3463,Автобус,Остановка,"КОЛОМЯЖСКИЙ ПР.,УГ. ПАРАШЮТНОЙ УЛ. [9, 127, 134, 172]<","КОЛОМЯЖСКИЙ ПР.,УГ. ПАРАШЮТНОЙ УЛ.","Коломяжский пр., Парашютная ул.","9,127,134Б,135,171,172","60.014531,30.293616"
3464,Автобус,Остановка,"КОЛПИНО, 2-Е ОТД. К-ТА ""ПОБЕДА""","КОЛПИНО, 2-Е ОТД. К-ТА ""ПОБЕДА""",Загородная улица,"327,332,336,337,337А,364","59.781230,30.594003"
3465,Автобус,Остановка,"КОЛПИНО, 2-Е ОТД. К-ТА ""ПОБЕДА""","КОЛПИНО, 2-Е ОТД. К-ТА ""ПОБЕДА""",Загородная улица,"327,332,336,337,337А,364","59.781384,30.593732"
3466,Автобус,Остановка,"КОЛПИНО,ДОРОГА К ДСК","КОЛПИНО,ДОРОГА К ДСК",Колпинское шоссе,"192,196,325,326,374","59.749430,30.550630"
3467,Автобус,Остановка,"КОЛПИНО,ДОРОГА К ДСК","КОЛПИНО,ДОРОГА К ДСК","Колпинское шоссе, Колпинское ш.","192,196,325,326,364,367,368,374","59.749460,30.554050"
3468,Автобус,Остановка,КОЛПИНСКОЕ КЛАДБИЩЕ,КОЛПИНСКОЕ КЛАДБИЩЕ,Понтонный проездКолпинская улица,389,"59.748297,30.625281"
3469,Автобус,Остановка,КОЛПИНСКОЕ КЛАДБИЩЕ,КОЛПИНСКОЕ КЛАДБИЩЕ,"Понтонный проезд, Колпинская улица",389,"59.749138,30.625404"
3470,Автобус,Остановка,КОМАРОВСКИЙ БЕРЕГ,КОМАРОВСКИЙ БЕРЕГ,Приморское ш.,211,"60.181237,29.769280"
3471,Автобус,Остановка,КОМАРОВСКИЙ БЕРЕГ,КОМАРОВСКИЙ БЕРЕГ,Приморское ш.,211,"60.181417,29.769293"
3472,Автобус,Остановка,КОМЕНДАНТСКИЙ ПР.,КОМЕНДАНТСКИЙ ПР.,"ул. Шаврова, Комендантский пр.",182,"60.025080,30.238090"
3473,Автобус,Остановка,КОМЕНДАНТСКИЙ ПР. У ГЛУХАРСКОЙ УЛ.,КОМЕНДАНТСКИЙ ПР. У ГЛУХАРСКОЙ УЛ.,Комендантский проспект,127,"60.034264,30.228067"
3474,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР., УГ. УЛ. ШАВРОВА","КОМЕНДАНТСКИЙ ПР., УГ. УЛ. ШАВРОВА","Шаврова ул., Комендантский проспект","79,135,170,182,184","60.025305,30.239654"
3475,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР., УГОЛ ШУВАЛОВСКОГО ПР.","КОМЕНДАНТСКИЙ ПР., УГОЛ ШУВАЛОВСКОГО ПР.","Комендантский пр., Шуваловский пр.","79,85,127,170,171","60.027032,30.236463"
3476,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР., УГОЛ ШУВАЛОВСКОГО ПР.","КОМЕНДАНТСКИЙ ПР., УГОЛ ШУВАЛОВСКОГО ПР.","Шуваловский пр., Комендантский проспект","79,85,170,171","60.027618,30.234756"
3477,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР., 22","КОМЕНДАНТСКИЙ ПР., 22",Комендантский пр.,"127,135,171","60.013428,30.252619"
3478,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР., 54","КОМЕНДАНТСКИЙ ПР., 54","Комендантский проспект, Нижне-Каменская улица",127,"60.031457,30.231275"
3479,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР., 54","КОМЕНДАНТСКИЙ ПР., 54",Комендантский проспект,127,"60.031816,30.231661"
3480,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР.,16","КОМЕНДАНТСКИЙ ПР.,16",Комендантский пр.,"127,135,171","60.010500,30.256111"
3481,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР.,16 [127]","КОМЕНДАНТСКИЙ ПР.,16",Комендантский пр.,"127,135,171","60.011403,30.255477"
3482,Автобус,Остановка,"КОМЕНДАНТСКИЙ ПР.,22 [127]","КОМЕНДАНТСКИЙ ПР.,22",Комендантский пр.,"127,135,171","60.013882,30.252573"
3483,Автобус,Остановка,КОМСОМОЛЬСКАЯ ПЛОЩАДЬ,КОМСОМОЛЬСКАЯ ПЛОЩАДЬ,"Стачек пр., Краснопутиловская ул.","2,2А,111","59.874975,30.258093"
3484,Автобус,Остановка,КОМСОМОЛЬСКАЯ ПЛОЩАДЬ,КОМСОМОЛЬСКАЯ ПЛОЩАДЬ,"Комсомольская пл., Стачек пр.","2А,18,20,26,66,83,108,145,145А,200,201,210,229,300","59.876973,30.257206"
3485,Автобус,Остановка,"КОМСОМОЛЬСКАЯ ПЛОЩАДЬ [2, 66, 72]<",КОМСОМОЛЬСКАЯ ПЛОЩАДЬ,"Комсомольская пл., Краснопутиловская ул.","2,66,72,111","59.876249,30.258753"
3486,Автобус,Остановка,"КОМСОМОЛЬСКАЯ УЛ. [146,443,454]",КОМСОМОЛЬСКАЯ УЛ.,"Свободы ул., Комсомольская ул.","146,443,454","59.730388,30.076075"
3487,Автобус,Остановка,КОНДРАТЬЕВСКИЙ ПР.,КОНДРАТЬЕВСКИЙ ПР.,"пр. Маршала Блюхера, Кондратьевский пр.",185,"59.977365,30.393854"
3488,Автобус,Остановка,КОНДРАТЬЕВСКИЙ ПР.УГ.ПР.МЕТАЛЛИСТОВ,КОНДРАТЬЕВСКИЙ ПР.УГ.ПР.МЕТАЛЛИСТОВ,"Кондратьевский пр., Металлистов пр.","28,107,137","59.973799,30.389443"
3489,Автобус,Остановка,КОНДРАТЬЕВСКИЙ ПР.УГ.ПР.МЕТАЛЛИСТОВ,КОНДРАТЬЕВСКИЙ ПР.УГ.ПР.МЕТАЛЛИСТОВ,"пр. Металлистов, Кондратьевский пр.",28.107,"59.973750,30.390650"
3490,Автобус,Остановка,КОННАЯ УЛ.,КОННАЯ УЛ.,"Исполкомская улица, Конная улица",46.132,"59.927212,30.380350"
3491,Автобус,Остановка,КОННОГВАРДЕЙСКИЙ БУЛЬВАР,КОННОГВАРДЕЙСКИЙ БУЛЬВАР,"Конногвардейский бульвар, Почтамтский переулок","22,27,71","59.934364,30.300940"
3492,Автобус,Остановка,КОННОГВАРДЕЙСКИЙ БУЛЬВАР (ТЕСТ),КОННОГВАРДЕЙСКИЙ БУЛЬВАР,"Конногвардейский бул., Замятин пер.",3,"59.933073,30.296675"
3493,Автобус,Остановка,КОНСТАНТИНОВСКАЯ УЛ.,КОНСТАНТИНОВСКАЯ УЛ.,"Эрлеровский бульвар, Константиновская ул.",354.355,"59.872437,29.914041"
3494,Автобус,Остановка,КОНСТАНТИНОВСКАЯ УЛ.,КОНСТАНТИНОВСКАЯ УЛ.,"Эрлеровский бульвар, Константиновская ул.",350.354,"59.871788,29.914708"
3495,Автобус,Остановка,"КОНСТАНТИНОВСКАЯ УЛ., НИКОЛАЕВСКАЯ БОЛЬНИЦА","КОНСТАНТИНОВСКАЯ УЛ., НИКОЛАЕВСКАЯ БОЛЬНИЦА","Санкт-Петербургский проспект, площадь Жертв Революции","200,210,348,350,351А,351Б,356,359","59.878580,29.919980"
3496,Автобус,Остановка,"КОНСТАНТИНОВСКАЯ УЛ., НИКОЛАЕВСКАЯ БОЛЬНИЦА","КОНСТАНТИНОВСКАЯ УЛ., НИКОЛАЕВСКАЯ БОЛЬНИЦА",Санкт-Петербургское ш.,"200,210,348,351А,351Б,355,356,359","59.878712,29.917416"
3497,Автобус,Остановка,"КОНСТАНТИНОВСКИЙ ДВОРЕЦ [200, 210, 359]",КОНСТАНТИНОВСКИЙ ДВОРЕЦ,Санкт-Петербургское ш.,"162,163,200,201,210,359","59.851628,30.062141"
3498,Автобус,Остановка,"КОНСТАНТИНОВСКИЙ ДВОРЕЦ [200, 210, 359]<",КОНСТАНТИНОВСКИЙ ДВОРЕЦ,Санкт-Петербургское ш.,"162,163,200,201,210,359","59.851459,30.063431"
3499,Автобус,Остановка,"КОНТОРСКАЯ УЛ. [15, 22, 136, 174]",КОНТОРСКАЯ УЛ.,"Среднеохтинский пр., Конторская ул.","15,22,136,174","59.945299,30.413487"
3500,Автобус,Остановка,"КОНТОРСКАЯ УЛ. [15, 22, 136, 174]<",КОНТОРСКАЯ УЛ.,"Среднеохтинский пр., Конторская ул.","15,136,174,181","59.945606,30.414049"
3501,Автобус,Остановка,КОНТОРСКАЯ УЛ. [22]<,КОНТОРСКАЯ УЛ.,"Большеохтинский проспект, Конторская улица","22,105,183","59.945910,30.409490"
3502,Автобус,Остановка,КОНТРОЛЬНЫЙ ПУНКТ №2,КОНТРОЛЬНЫЙ ПУНКТ №2,,39,"59.795748,30.288144"
3503,Автобус,Остановка,КОНЮШЕННАЯ УЛ.,КОНЮШЕННАЯ УЛ.,"Октябрьский бульвар, ул. Оранжерейная",187.188,"59.722520,30.414010"
3504,Автобус,Остановка,"КОНЮШЕННАЯ УЛ., УГ. САДОВОЙ УЛ.","КОНЮШЕННАЯ УЛ., УГ. САДОВОЙ УЛ.","Революции ул., Конюшенная ул.",493,"59.686770,30.444611"
3505,Автобус,Остановка,"КОНЮШЕННАЯ УЛ., УГ. САДОВОЙ УЛ.","КОНЮШЕННАЯ УЛ., УГ. САДОВОЙ УЛ.","ул. Конюшенная, Садовая ул.","338,370,372,375А,383","59.686224,30.443039"
3506,Автобус,Остановка,КОНЮШЕННАЯ УЛ. [187]<,КОНЮШЕННАЯ УЛ.,"Октябрьский бульвар, Широкая улица","187,188,273,373,380,381,382,384,385","59.721500,30.419130"
3507,Автобус,Остановка,КОНЮШЕННАЯ УЛ.УГ. САДОВОЙ УЛ. [186]<,КОНЮШЕННАЯ УЛ.УГ. САДОВОЙ УЛ.,"Конюшенная ул., Садовая ул.","186,188,273,370,373,376,378,380,381,382,545","59.714639,30.406972"
3508,Автобус,Остановка,КОРПУСНАЯ УЛ.,КОРПУСНАЯ УЛ.,"Корпусная улица, улица Красного Курсанта",14,"59.960880,30.278564"
3509,Автобус,Остановка,"КОСАЯ ЛИНИЯ, УГ. КОЖЕВЕННОЙ ЛИНИИ [151]","КОСАЯ ЛИНИЯ, УГ. КОЖЕВЕННОЙ ЛИНИИ","Косая линия, Кожевенная линия",151,"59.922415,30.252373"
3510,Автобус,Остановка,"КОСАЯ ЛИНИЯ [1, 7]<",КОСАЯ ЛИНИЯ,"Большой пр. В.О., 22-23-я линии","7,128,152","59.933504,30.263506"
3511,Автобус,Остановка,КРАСНАЯ ДОЛИНА,КРАСНАЯ ДОЛИНА,,420,"60.360109,28.987705"
3512,Автобус,Остановка,КРАСНАЯ ДОЛИНА,КРАСНАЯ ДОЛИНА,,420,"60.359990,28.987265"
3513,Автобус,Остановка,"КРАСНАЯ МЫЗА [487, 487, 487а]",КРАСНАЯ МЫЗА,Таллинское ш.,487,"59.597986,29.447431"
3514,Автобус,Остановка,"КРАСНАЯ МЫЗА [487, 487, 487а]<",КРАСНАЯ МЫЗА,Таллинское ш.,487,"59.598230,29.448624"
3515,Автобус,Остановка,КРАСНАЯ УЛ.,КРАСНАЯ УЛ.,"ул. Ремезова, Красная ул.","326,369,386","59.740862,30.604640"
3516,Автобус,Остановка,КРАСНАЯ УЛ.,КРАСНАЯ УЛ.,"ул. Ремезова, Красная ул.","326,366,386","59.740833,30.602194"
3517,Автобус,Остановка,КРАСНАЯ УЛ.,КРАСНАЯ УЛ.,"Сельская улица, Красная улица","109Б,315","60.127471,30.153613"
3518,Автобус,Остановка,КРАСНАЯ УЛ.,КРАСНАЯ УЛ.,"Сельская улица, Красная улица","109Б,315","60.127558,30.153686"
3519,Автобус,Остановка,КРАСНОАРМЕЙСКАЯ УЛ.,КРАСНОАРМЕЙСКАЯ УЛ.,"дорога на Металлострой, улица 3-й Пятилетки","396,396А","59.804370,30.526940"
3520,Автобус,Остановка,КРАСНОАРМЕЙСКАЯ УЛ.,КРАСНОАРМЕЙСКАЯ УЛ.,"Красноармейская улица, На Металлострой дор.","396,396А","59.804470,30.526578"
3521,Автобус,Остановка,КРАСНОАРМЕЙСКАЯ УЛ.,КРАСНОАРМЕЙСКАЯ УЛ.,"Победы ул., Красноармейская ул.",7Л,"59.907811,29.773555"
3522,Автобус,Остановка,КРАСНОАРМЕЙСКАЯ УЛ.,КРАСНОАРМЕЙСКАЯ УЛ.,"улица Победы, Красноармейская улица","3АЛ,3Л","59.907670,29.774190"
3523,Автобус,Остановка,КРАСНОГВАРДЕЙСКАЯ ПЛ.,КРАСНОГВАРДЕЙСКАЯ ПЛ.,"Якорная ул., Шаумяна пр.",132,"59.942496,30.414168"
3524,Автобус,Остановка,КРАСНОГВАРДЕЙСКАЯ ПЛ.,КРАСНОГВАРДЕЙСКАЯ ПЛ.,"Красногвардейская площадь, Якорная улица",5.132,"59.943066,30.413325"
3525,Автобус,Остановка,КРАСНОГВАРДЕЙСКАЯ ПЛ. [5],КРАСНОГВАРДЕЙСКАЯ ПЛ.,"Шаумяна пр., Красногвардейская пл.",5,"59.941761,30.412838"
3526,Автобус,Остановка,КРАСНОГОРОДСКАЯ УЛ.,"КРАСНОГОРОДСКАЯ УЛ., УГ. ГАТЧИНСКОГО ШОССЕ","ул. Красногородская, Гатчинское шоссе","144,145А","59.717760,30.079952"
3527,Автобус,Остановка,КРАСНОГОРОДСКАЯ УЛ.,КРАСНОГОРОДСКАЯ УЛ.,"Гатчинское шоссе, ул. Красногородская",477,"59.717600,30.080288"
3528,Автобус,Остановка,"КРАСНОГОРОДСКАЯ УЛ., 17","КРАСНОГОРОДСКАЯ УЛ., 17","Красногородская ул., Гатчинское ш.","144,145А","59.717751,30.076092"
3529,Автобус,Остановка,"КРАСНОГОРОДСКАЯ УЛ.,15","КРАСНОГОРОДСКАЯ УЛ.,15","Красногородская улица, Гатчинское шоссе","145А,149","59.717599,30.078544"
3530,Автобус,Остановка,КРАСНОГРАДСКИЙ ПЕР. [70],КРАСНОГРАДСКИЙ ПЕР.,"Красноградский переулок, Вознесенский пр.",10.7,"59.925329,30.307889"
3531,Автобус,Остановка,КРАСНОГРАДСКИЙ ПЕР. [70]<,КРАСНОГРАДСКИЙ ПЕР.,"Вознесенский проспект, Красноградский переулок",10.71,"59.925063,30.308226"
3532,Автобус,Остановка,КРАСНОДОНСКАЯ УЛ.,КРАСНОДОНСКАЯ УЛ.,"Среднеохтинский проспект, Краснодонская улица",174.181,"59.955728,30.415480"
3533,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ.,КРАСНОПУТИЛОВСКАЯ УЛ.,"Зайцева ул., Краснопутиловская ул.",73.111,"59.872899,30.267656"
3534,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ.,КРАСНОПУТИЛОВСКАЯ УЛ.,"Зайцева ул., Краснопутиловская ул.",73,"59.873023,30.267323"
3535,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ.,КРАСНОПУТИЛОВСКАЯ УЛ.,"Краснопутиловская улица, площадь Конституции",64,"59.850565,30.307763"
3536,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. УГ. АВТОВСКОЙ УЛ. [],КРАСНОПУТИЛОВСКАЯ УЛ. УГ. АВТОВСКОЙ УЛ.,"Автовская ул., Краснопутиловская ул.",66,"59.869167,30.270278"
3537,Автобус,Остановка,"КРАСНОПУТИЛОВСКАЯ УЛ. [13, 13А, 31, 187]",КРАСНОПУТИЛОВСКАЯ УЛ.,"Варшавская ул., Краснопутиловская ул.","13,31,150,155,301","59.848725,30.315050"
3538,Автобус,Остановка,"КРАСНОПУТИЛОВСКАЯ УЛ. [13, 13А, 31, 187]<",КРАСНОПУТИЛОВСКАЯ УЛ.,"Варшавская ул., Краснопутиловская ул.","13,31,150,155,301","59.848407,30.314834"
3539,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. [62],КРАСНОПУТИЛОВСКАЯ УЛ.,"Краснопутиловская ул., Конституции пл.",64,"59.850395,30.307524"
3540,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. [66]<,КРАСНОПУТИЛОВСКАЯ УЛ.,"Краснопутиловская ул., Стачек пр.",66,"59.875480,30.258902"
3541,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. 67 [72],КРАСНОПУТИЛОВСКАЯ УЛ. 67,"Краснопутиловская ул., ЗСД",72,"59.861018,30.287600"
3542,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. 67 [72]<,КРАСНОПУТИЛОВСКАЯ УЛ. 67,Краснопутиловская ул.,72,"59.861875,30.286436"
3543,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. 85 [72],КРАСНОПУТИЛОВСКАЯ УЛ. 85,Краснопутиловская ул.,72,"59.855265,30.298821"
3544,Автобус,Остановка,КРАСНОПУТИЛОВСКАЯ УЛ. 85 [72]<,КРАСНОПУТИЛОВСКАЯ УЛ. 85,Краснопутиловская ул.,72,"59.854914,30.299128"
3545,Автобус,Остановка,"КРАСНОПУТИЛОВСКАЯ УЛ., 95","КРАСНОПУТИЛОВСКАЯ УЛ., 95","Краснопутиловская ул., Конституции пл.",72,"59.853300,30.302486"
3546,Автобус,Остановка,"КРАСНОПУТИЛОВСКАЯ УЛ., 95","КРАСНОПУТИЛОВСКАЯ УЛ., 95","Краснопутиловская ул., Конституции пл.",72,"59.853608,30.301566"
3547,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ, 54","КРАСНОСЕЛЬСКОЕ ШОССЕ, 54","Красносельское шоссе, улица Лассаля","129,461,462,488","59.819280,30.074050"
3548,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ, 65","КРАСНОСЕЛЬСКОЕ ШОССЕ, 65",,"186,188,273,372,376,380,381","59.703725,30.359634"
3549,Автобус,КП,"КРАСНОСЕЛЬСКОЕ ШОССЕ, 65 (КОЛЬЦО, ПОС. И ВЫС. НЕТ)","КРАСНОСЕЛЬСКОЕ ШОССЕ, КОЛЬЦО",,372,"59.703300,30.355101"
3550,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ,32 [488]","КРАСНОСЕЛЬСКОЕ ШОССЕ,32",Красносельское ш.,"129,461,462,488","59.822231,30.073476"
3551,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ,32 [488]<","КРАСНОСЕЛЬСКОЕ ШОССЕ,32",Красносельское ш.,"129,461,462,488","59.822996,30.073515"
3552,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ,40 [20, 145, 165, 482, 482а, 482в, 484, 484б]","КРАСНОСЕЛЬСКОЕ ШОССЕ,40",Таллинское ш.,"20,81,145,145А,147,165,481,482,482В,484,487","59.788634,30.143205"
3553,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ,40 [20, 145, 165, 482, 482а, 482в, 484, 484б]<","КРАСНОСЕЛЬСКОЕ ШОССЕ,40",Таллинское ш.,"20,81,145,145А,147,165,481,482,482В,484,487","59.789336,30.144552"
3554,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ,54","КРАСНОСЕЛЬСКОЕ ШОССЕ,54","Красносельское шоссе, улица Лассаля","129,461,462,488","59.820680,30.074030"
3555,Автобус,Остановка,"КРАСНОСЕЛЬСКОЕ ШОССЕ,65","КРАСНОСЕЛЬСКОЕ ШОССЕ,65",,"186,188,273,372,376,380,381","59.703583,30.361000"
3556,Автобус,КП,КРЕМАТОРИЙ,КРЕМАТОРИЙ,Шафировский пр.,138.153,"59.988985,30.459903"
3557,Автобус,Остановка,КРЕСТОВСКИЙ ПР. <,ПЕТРОГРАДСКАЯ УЛ.,"Петроградская улица, Крестовский проспект",10.25,"59.969881,30.275338"
3558,Автобус,Остановка,КРОНКОЛОНИЯ,КРОНКОЛОНИЯ,"Краснофлотское шоссе, улица Черникова","1Л,2Л,175","59.924960,29.701290"
3559,Автобус,Остановка,КРОНКОЛОНИЯ []<,КРОНКОЛОНИЯ,"Краснофлотское шоссе, улица Черникова","1Л,2Л,175","59.924650,29.701210"
3560,Автобус,Остановка,КРОНШТАДТСКАЯ ПЛОЩАДЬ [142],КРОНШТАДТСКАЯ ПЛОЩАДЬ,"Ленинский пр., Стачек пр.","26,87,142","59.852003,30.240673"
3561,Автобус,Остановка,КРОНШТАДТСКАЯ ПЛОЩАДЬ [142]<,КРОНШТАДТСКАЯ ПЛОЩАДЬ,"Ленинский пр., Кронштадтская пл.","26,87,142","59.851718,30.240586"
3562,Автобус,Остановка,"КРОНШТАДТСКАЯ ПЛОЩАДЬ [20, 200, 210]",КРОНШТАДТСКАЯ ПЛОЩАДЬ,"проспект Стачек, Кронштадтская площадь","20,108,200,210,481,482,482В,484,487","59.850960,30.234590"
3563,Автобус,Остановка,"КРОНШТАДТСКАЯ ПЛОЩАДЬ [20, 200, 210]<",КРОНШТАДТСКАЯ ПЛОЩАДЬ,"Стачек пр., Кронштадтская пл.","20,108,200,210,481","59.850796,30.234785"
3564,Автобус,Остановка,КРОНШТАДТСКАЯ УЛ.,КРОНШТАДТСКАЯ УЛ.,"Маршала Жукова пр., Кронштадтская ул.",2.111,"59.872936,30.254052"
